折々のことば：３７０　鷲田清一 	2016/4/15	朝刊	１総合
＜お知らせ＞朝日新聞社、オウンドメディアに進出　ＩＴベンチャーをグループ会社化 	2016/4/15	朝刊	１総合
（天声人語）地質年代にチバニアン 	2016/4/15	朝刊	１総合
インデックス　４月１５日 	2016/4/15	朝刊	１総合
（しつもん！ドラえもん：２２２３）とけい編 	2016/4/15	朝刊	１総合
熊本で震度７　Ｍ６．５　２人死亡、１人心肺停止　益城町、多数の家屋倒壊 	2016/4/15	朝刊	１総合
活断層近く、被害集中　益城町上空、識者分析　熊本地震 	2016/4/15	夕刊	１総合
素粒子 	2016/4/15	夕刊	１総合
９人死亡、８９０人負傷　熊本地震、余震続く　一時４万人超避難 	2016/4/15	夕刊	１総合
読まれたファイブ　朝日新聞ＤＩＧＩＴＡＬ　１４日 	2016/4/15	夕刊	１総合
（ひと）山本圭一さん　被災地の石巻市雄勝町でトレイルランニングを主催する 	2016/4/15	朝刊	２総合
政府、官邸に対策室設置　熊本地震 	2016/4/15	朝刊	２総合
（時時刻刻）内陸活断層、横ずれ　浅い震源、余震に警戒　熊本・益城で震度７ 	2016/4/15	朝刊	２総合
中国ＧＤＰ６．７％増、７年ぶり低水準　１〜３月期 	2016/4/15	夕刊	２総合
レバイン氏退任へ　メトロポリタン歌劇場音楽監督 	2016/4/15	夕刊	２総合
パソコン統合、白紙濃厚　溝埋まらず　東芝・富士通・ＶＡＩＯ 	2016/4/15	夕刊	２総合
政府、熊本地震対応を優先　激甚災害指定へ調査団　ＴＰＰ審議見合わせ 	2016/4/15	夕刊	２総合
ＯＥＣＤ、税逃れ対策提言　情報交換など求める　Ｇ２０に提出 	2016/4/15	夕刊	２総合
北朝鮮ミサイル失敗　中距離弾道「ムスダン」か 	2016/4/15	夕刊	２総合
デジタル版から　朝日新聞ＤＩＧＩＴＡＬ 	2016/4/15	夕刊	２総合
鈴木会長、最高顧問に　セブン＆アイＨＤ 	2016/4/15	夕刊	２総合
Ｇ２０開幕、為替を議論　米ワシントン 	2016/4/15	夕刊	２総合
（デジタル版から）今週のおすすめ動画 	2016/4/15	朝刊	３総合
パナマ文書、流出元にメス　地元検察、電子データ押収 	2016/4/15	朝刊	３総合
（てんでんこ）防潮堤：９　共闘 	2016/4/15	朝刊	３総合
グランプリに「春の約束」　第２回松田優作賞 	2016/4/15	夕刊	夕刊ｂｅ金曜１面
こころの旅、だれにでも　「さざなみ」に主演、シャーロット・ランプリング 	2016/4/15	夕刊	夕刊ｂｅ金曜１面
（プレミアシート）「スポットライト　世紀のスクープ」　良心と正義、実直に真実追う 	2016/4/15	夕刊	夕刊ｂｅ金曜１面
連合、民進の出方探る　対応方針後退、「考え共有に時間」 	2016/4/15	朝刊	４総合
衆院選、野党共闘は効く？　前回票合算→５９区逆転の試算　与党警戒、野合と批判 	2016/4/15	朝刊	４総合
首相動静　１４日 	2016/4/15	朝刊	４総合
共産、衆院選６人公認 	2016/4/15	朝刊	４総合
ママの会「安保法廃止を」 	2016/4/15	朝刊	４総合
社民、参院選１人推薦 	2016/4/15	朝刊	４総合
傍受拡大、対テロが旗印　目立つ捜査拡充、乱用に懸念　刑事司法改革審議、参院委で再開 	2016/4/15	朝刊	４総合
生乳流通自由化、自民で反対決議　農水調査会 	2016/4/15	朝刊	４総合
「参院を地域の代表に」　全国知事会特別委 	2016/4/15	朝刊	４総合
（評・映画）「花、香る歌」　歌も愛も、抑圧されながら 	2016/4/15	夕刊	文化芸能
愛を描き、自由問いかける　ジャ・ジャンクー監督「山河ノスタルジア」 	2016/4/15	夕刊	文化芸能
（評・映画）「モヒカン故郷に帰る」　重いテーマ、軽く心地よく 	2016/4/15	夕刊	文化芸能
新作１２本、旧作２本を上映　イタリア映画祭２０１６、２９日開幕 	2016/4/15	夕刊	文化芸能
（評・映画）「グランドフィナーレ」　行き交う個性的な宿泊客 	2016/4/15	夕刊	文化芸能
スマホ長期割、広がるか　ドコモ、先陣切り引き下げ 	2016/4/15	朝刊	５総合
「患者申し出療養」課題も　申請に半年以上　未承認薬なら高額　評価会議初会合 	2016/4/15	朝刊	５総合
自閉症診断、客観指標へ一歩　脳データ、ＡＩで解析 	2016/4/15	朝刊	５総合
健康増進めざし法案　超党派議連 	2016/4/15	朝刊	５総合
農作業で高齢者元気に？　医療費２〜３割少なく　早大調査 	2016/4/15	朝刊	５総合
（教えて！１億総活躍社会：６）女性の就労拡大阻む壁、対策は？ 	2016/4/15	朝刊	５総合
講座・講演　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜３面
（私の描くグッとムービー）牧野千穂さん「ロスト・チルドレン」 	2016/4/15	夕刊	夕刊ｂｅ金曜３面
イベント　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜３面
催し・施設・ご招待　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜３面
映画　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜３面
（けいざい＋）東芝の迷宮：５　内部通報、開けたパンドラの箱 	2016/4/15	朝刊	１経済
ＡＤＢ駐中国トップ、ＡＩＩＢへ 	2016/4/15	朝刊	１経済
「導入しなければより市場悪い」　日銀黒田総裁、マイナス金利巡り 	2016/4/15	朝刊	１経済
東証、５００円超上げ　中国統計好感、３日続伸計１１５９円 	2016/4/15	朝刊	１経済
首都圏マンション、減少続く 	2016/4/15	朝刊	１経済
大塚家具、父娘の訴訟終結へ 	2016/4/15	朝刊	１経済
全農、「多収穫米」を強化 	2016/4/15	朝刊	１経済
アルゼンチン、国債発行へ　１５年ぶり、米ファンドとの係争にめど 	2016/4/15	朝刊	１経済
東京マーケット（１４日） 	2016/4/15	朝刊	１経済
（大竹しのぶ　まあいいか：１１９）恐るべし、ミっちゃん 	2016/4/15	夕刊	夕刊ｂｅ金曜２面
（人生の贈りもの）わたしの半生　ジャーナリスト・評論家、立花隆：１０　７５歳 	2016/4/15	夕刊	夕刊ｂｅ金曜２面
（ｓｉｐｐｏのつぶやき）しずく　横浜市　シーズー　♂　３歳 	2016/4/15	夕刊	夕刊ｂｅ金曜２面
舞台　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜４面
（時どき街まち）１９５６年　大田区南千束　畳を干して大掃除 	2016/4/15	夕刊	夕刊ｂｅ金曜４面
音楽　マリオン 	2016/4/15	夕刊	夕刊ｂｅ金曜４面
新社長に水永政志氏　スター・マイカ 	2016/4/15	朝刊	２経済
家庭向けの電気、契約目標４０万件　東京ガス、今年度に 	2016/4/15	朝刊	２経済
（商品ファイル）夏向けメッシュでクールに　トリンプの女性用肌着 	2016/4/15	朝刊	２経済
カリスマ誤算、王国崩壊　セブン鈴木会長、漏れた首脳人事案 	2016/4/15	朝刊	２経済
新社長に岩田弘三氏　ロック・フィールド 	2016/4/15	朝刊	２経済
（商品ファイル）ポカリ、初めてゼリーに　大塚製薬 	2016/4/15	朝刊	２経済
ロボット片手に「もしもし」　歩く・話す・踊る　シャープ、２１万円で 	2016/4/15	朝刊	２経済
（商品ファイル）しゅわっと、お口さわやかに　明治ののどあめ 	2016/4/15	朝刊	２経済
ＬＣＣ、ようやく軌道に　認知度↑・訪日客↑ 	2016/4/15	朝刊	２経済
新社長、井阪氏に固まる　セブン＆アイＨＤ 	2016/4/15	朝刊	２経済
坂下俊男さん死去 	2016/4/15	朝刊	２経済
（しつもん！ドラえもん：２２２３）とけい編　こたえ 	2016/4/15	朝刊	２経済
決算・人事など 	2016/4/15	朝刊	２経済
被害確認、急ぐ企業　従業員避難の工場も　熊本で地震 	2016/4/15	朝刊	２経済
競馬・阪神１１　アンタレスＳ 	2016/4/15	夕刊	スポーツ１
国産義足、世界への挑戦　ミズノ・Ｘｉｂｏｒｇ…海外メーカーに対抗 	2016/4/15	夕刊	スポーツ１
（Ｓｐｏｒｔｓだ〜れ？）ママなでしこ選手　サッカー 	2016/4/15	夕刊	スポーツ１
ドルトムント、準々決勝敗退　サッカー・欧州リーグ　１４日 	2016/4/15	夕刊	スポーツ１
リオンディーズ、体調は上り調子　競馬・皐月賞 	2016/4/15	夕刊	スポーツ１
岩田は３６位発進　米男子ゴルフ 	2016/4/15	夕刊	スポーツ１
山口ら準々決勝へ　バドミントンのシンガポール・オープン 	2016/4/15	夕刊	スポーツ１
（有吉正徳の競馬ウィークリー）桜花賞に続く３強対決に注目 	2016/4/15	夕刊	スポーツ１
米軍、フィリピン駐留へ　２５年ぶり　南シナ海、中国を牽制 	2016/4/15	朝刊	１外報
韓国与党、第２党に転落　若者の不満、影響か　総選挙 	2016/4/15	朝刊	１外報
「妥協点、いつか見つかる」　北方領土問題でプーチン氏 	2016/4/15	朝刊	１外報
（北朝鮮を読む　ＫＣＩＡ秘録：４）秘密接触でつかんだ「本音」 	2016/4/15	朝刊	１外報
（地球２４時）中国、同性婚認めず 	2016/4/15	朝刊	１外報
スイング、はじける　日仏の女性バイオリニスト、ジャズで多彩に 	2016/4/15	夕刊	夕刊ｂｅ金曜５面
“ＪＡＺＺ”１００周年、名曲で　東京で来月、初公演 	2016/4/15	夕刊	夕刊ｂｅ金曜５面
（かたえくぼ）米国のみなさん 	2016/4/15	朝刊	オピニオン２
（声）戒名も戦いの道具にされた戦争 	2016/4/15	朝刊	オピニオン２
（声）北朝鮮には軍事でなく対話で 	2016/4/15	朝刊	オピニオン２
（声）若い世代　新聞読む意味が少し分かった 	2016/4/15	朝刊	オピニオン２
（声）袴田さん再審開始、一日も早く 	2016/4/15	朝刊	オピニオン２
（声）若い世代　自分をダメだと思うのはやめる 	2016/4/15	朝刊	オピニオン２
（声）若い世代　大好きな校長先生ありがとう 	2016/4/15	朝刊	オピニオン２
（社説）韓国の政治　独善から対話へ転換を 	2016/4/15	朝刊	オピニオン２
（社説）奨学金制度　格差是正へ改善急げ 	2016/4/15	朝刊	オピニオン２
（社説余滴）大平首相と安倍首相　小村田義之 	2016/4/15	朝刊	オピニオン２
朝日川柳　日暮麦人選 	2016/4/15	朝刊	オピニオン２
（声）若い世代　「而今」胸に精いっぱい生きる 	2016/4/15	朝刊	オピニオン２
余震「眠れない」　自宅へ「怖くて戻れない」　熊本地震 	2016/4/15	夕刊	２社会
熊本城、天守閣・石垣損壊　熊本地震 	2016/4/15	夕刊	２社会
原発事故で犠牲、牛の慰霊碑除幕　餓死・安楽死悼む 	2016/4/15	夕刊	２社会
神戸山口組、指定暴力団に 	2016/4/15	夕刊	２社会
女子プロゴルフ中止　熊本で開催予定 	2016/4/15	夕刊	２社会
＜お知らせ＞熊本地震、救援金受け付けます 	2016/4/15	夕刊	２社会
震度４以上、２０回　６強も　熊本地震 	2016/4/15	夕刊	２社会
両陛下の静岡訪問中止　熊本の地震を受け 	2016/4/15	夕刊	２社会
（月刊安心新聞）過剰なバッシング　この国のもろさの兆候　神里達博 	2016/4/15	朝刊	オピニオン１
（核といのちを考える）チェルノブイリの祈り　ノーベル文学賞作家、スベトラーナ・アレクシエービッチさん 	2016/4/15	朝刊	オピニオン１
田母神容疑者が受領認める映像　支援者が断った計１００万円 	2016/4/15	夕刊	１社会
（各駅停話：６３０）東急田園都市線：１３　たまプラーザ　元気市に本場ソーセージ 	2016/4/15	夕刊	１社会
盗み目的と容疑者供述　ゴールデン街火災 	2016/4/15	夕刊	１社会
群馬の山中に変死体　埼玉の７０代不明男性 	2016/4/15	夕刊	１社会
夜徹し懸命の救助　８カ月の女児無事「やったー」　熊本地震 	2016/4/15	夕刊	１社会
後輩と対決　阪神５—２ＤｅＮＡ　プロ野球 	2016/4/15	朝刊	スポーツ２
日本ハム・杉谷が右手首を手術へ　プロ野球 	2016/4/15	朝刊	スポーツ２
中日、今季初３連敗　広島１０—１中日　プロ野球 	2016/4/15	朝刊	スポーツ２
阪神・藤川が登録抹消　プロ野球 	2016/4/15	朝刊	スポーツ２
同点弾・決勝打、バレ本領　ヤクルト６—４巨人　プロ野球 	2016/4/15	朝刊	スポーツ２
「ＫＯＢＥ」コービー・ブライアント引退　ＮＢＡ得点王２度、五輪で金も 	2016/4/15	朝刊	スポーツ２
楽天・オコエが２軍降格　プロ野球 	2016/4/15	朝刊	スポーツ２
野球・大リーグ　１３日 	2016/4/15	朝刊	スポーツ２
１４日の結果と順位表　プロ野球セ・リーグ 	2016/4/15	朝刊	スポーツ２
低め低め、実った海外修行　オリックス・山崎福也　オリックス１—０日本ハム　プロ野球 	2016/4/15	朝刊	スポーツ２
ヤクルト・畠山が抹消へ　プロ野球 	2016/4/15	朝刊	スポーツ２
涌井４連勝、仲間に感謝　ロッテ９—２楽天　プロ野球 	2016/4/15	朝刊	スポーツ２
１４日の結果と順位表　プロ野球パ・リーグ 	2016/4/15	朝刊	スポーツ２
ジョコビッチ敗れる　男子テニス 	2016/4/15	朝刊	スポーツ１
野村２３位、上原４７位　米女子ゴルフ 	2016/4/15	朝刊	スポーツ１
連盟がシャラポワ聴聞へ　メルドニウム処分基準緩和 	2016/4/15	朝刊	スポーツ１
さいたま国際マラソンが門戸拡大 	2016/4/15	朝刊	スポーツ１
（私の考え　賭博問題）心の教育も指導者の役割　チョウ貴裁監督 	2016/4/15	朝刊	スポーツ１
サントリーの新監督に沢木氏　ラグビー 	2016/4/15	朝刊	スポーツ１
蘇炳添は欠場　陸上・セイコーＧＧＰ川崎 	2016/4/15	朝刊	スポーツ１
バルサ敗退、４強ならず　サッカー・欧州ＣＬ　１３日 	2016/4/15	朝刊	スポーツ１
ペナルティーエリア内のルール改正へ　サッカー 	2016/4/15	朝刊	スポーツ１
重永と永野が首位スタート　ゴルフ・東建ホームメイトカップ　１４日 	2016/4/15	朝刊	スポーツ１
日本はＢ組、強豪そろう　サッカー五輪組み合わせ 	2016/4/15	朝刊	スポーツ１
ベンゼマは欧州選手権に招集せず　サッカー仏代表 	2016/4/15	朝刊	スポーツ１
ブラックホークス初戦黒星　ＮＨＬ 	2016/4/15	朝刊	スポーツ１
敷根が準優勝　フェンシング・アジア選手権 	2016/4/15	朝刊	スポーツ１
ゴルフＫＫＴ杯、１５日は中止　地震の影響で 	2016/4/15	朝刊	スポーツ１
１４日の記録　スポーツ 	2016/4/15	朝刊	スポーツ３
野口みずき引退、きょう会見　アテネ・マラソン金、「足壊れるまで」駆け抜けた１５１センチ 	2016/4/15	朝刊	スポーツ３
東都大学野球　１４日 	2016/4/15	朝刊	スポーツ３
マカヒキ２枠３番　競馬Ｇ１・皐月賞　１７日発走 	2016/4/15	朝刊	スポーツ３
８強決まる　バスケット・ＮＢＬ　１４日 	2016/4/15	朝刊	スポーツ３
（あの夏）帝京×仙台育英：９　まさかの完敗、主将交代　高校野球 	2016/4/15	朝刊	スポーツ３
１５歳伊藤、女王・丁寧破る　卓球・五輪アジア予選　１４日 	2016/4/15	朝刊	スポーツ３
きょうのスポーツ 	2016/4/15	朝刊	スポーツ３
（患者を生きる：３０３２）ある日突然　首の骨折：４　騎手でいられる幸せ 	2016/4/15	朝刊	生活１
（ひととき）受け継ぐ漆器と和の心 	2016/4/15	朝刊	生活１
（料理メモ）牛肉とたたきゴボウのゴマあえ 	2016/4/15	朝刊	生活１
（みんなのひととき）政治、子どもと語っていますか　「親が関心を」母親ら活動 	2016/4/15	朝刊	生活１
（オトナになった女子たちへ）ピッカピカ、心かなたへ　伊藤理佐 	2016/4/15	朝刊	生活１
（おかずラボ）煮物を極める：７　アスパラ、直煮でシャキッ 	2016/4/15	朝刊	生活２
（わたしの料理）内田悟さん：３　ソラマメのかき揚げ 	2016/4/15	朝刊	生活２
ニュースでＱ 	2016/4/15	朝刊	教育１
中１ギャップ、なくせるか　小中一貫の「義務教育学校」 	2016/4/15	朝刊	教育１
（おやじのせなか）綿矢りささん　関西人、ひょうひょうと 	2016/4/15	朝刊	教育１
（いま子どもたちは）あのころ：２　勉強より空襲から身を守る訓練 	2016/4/15	朝刊	教育１
夏目漱石「吾輩は猫である」：１０ 	2016/4/15	朝刊	文化文芸
宗教界、改憲論と向き合う　学びの場、設ける動き 	2016/4/15	朝刊	文化文芸
（黒板）第２７回斎藤茂吉短歌文学賞・第１４回前川佐美雄賞 	2016/4/15	朝刊	文化文芸
日産、１２車種７２万台リコール 	2016/4/15	朝刊	３社会
Ｃ−Ｃ−Ｂ元メンバー逮捕　覚醒剤使用容疑 	2016/4/15	朝刊	３社会
井山、連勝１８で止まる　伊田が初勝利　囲碁十段戦 	2016/4/15	朝刊	３社会
ダイハツ、８万台の改善対策 	2016/4/15	朝刊	３社会
囲碁名人戦リーグ戦（１４日） 	2016/4/15	朝刊	３社会
第１０６２回ロト６（１４日） 	2016/4/15	朝刊	３社会
新たなウェブ広告手法を企業に提案　朝日新聞社、全株取得のベンチャーと共同で 	2016/4/15	朝刊	３社会
三菱自、６車種１２万台リコール 	2016/4/15	朝刊	３社会
ヘイト法案修正求める声明　在日コリアン弁護士協会 	2016/4/15	朝刊	３社会
クレディ・スイス証券、監視委が処分勧告へ　公表前決算情報、客に伝えた疑い 	2016/4/15	朝刊	３社会
第４３８２回ナンバーズ（１４日） 	2016/4/15	朝刊	３社会
校内でけんか後、小４が意識不明　腹や背中殴られる　東京・足立 	2016/4/15	朝刊	３社会
春爛漫くじ　第２３１５回東京都宝くじ（１４日） 	2016/4/15	朝刊	３社会
元歌のお兄さん、覚醒剤所持容疑　警視庁逮捕 	2016/4/15	朝刊	３社会
安保法、深まらぬ論戦　自衛隊の街「もっと議論を」　衆院補選・北海道５区 	2016/4/15	朝刊	３社会
春爛漫くじ　第２３７７回関東・中部・東北自治宝くじ（１４日） 	2016/4/15	朝刊	３社会
ＡＩＪ元社長ら実刑確定へ 	2016/4/15	朝刊	３社会
川端賞に山田詠美さん 	2016/4/15	朝刊	３社会
現金配布先、確認する映像　田母神氏、公選法違反容疑で逮捕 	2016/4/15	朝刊	２社会
大平透さん死去　笑ゥせぇるすまんの声 	2016/4/15	朝刊	２社会
夜の街、騒然　ライフラインに混乱も　熊本地震 	2016/4/15	朝刊	２社会
ＬＩＮＥ、固定・携帯への通話１０分間無料　熊本地震を受け 	2016/4/15	朝刊	２社会
激しい揺れ、何度も　「家めちゃくちゃ、住めない」　熊本地震 	2016/4/15	朝刊	１社会
熊本で強い揺れ　余震なお続く 	2016/4/16	朝刊	１総合
激甚災害に指定へ　熊本地震 	2016/4/16	朝刊	１総合
山岸章さん死去　連合初代会長　８６歳 	2016/4/16	朝刊	１総合
折々のことば：３７１　鷲田清一 	2016/4/16	朝刊	１総合
断層近く、古い家屋倒壊　死者９人、けが１０００人　熊本地震 	2016/4/16	朝刊	１総合
（天声人語）熊本地震の教訓 	2016/4/16	朝刊	１総合
インデックス　４月１６日 	2016/4/16	朝刊	１総合
（しつもん！ドラえもん：２２２４）とけい編 	2016/4/16	朝刊	１総合
熊本、震度６強２回　最大Ｍ７．３、さらに１５人死亡　九州各地被害、余震続く 	2016/4/16	夕刊	１総合
素粒子 	2016/4/16	夕刊	１総合
（フロントランナー）米紙ボストン・グローブ記者　マイケル・レゼンデスさん、サーシャ・ファイファーさん　調査報道にスポットライトを 	2016/4/16	朝刊	週末ｂｅ・ｂ０１
（ひと）オウレリウス・ジーカスさん　本格的な日本語・リトアニア語辞典を初めて完成させた 	2016/4/16	朝刊	２総合
（かしこく選ぶ　買い物指南）冷蔵庫：下　お手入れ・搬入経路も確かめて 	2016/4/16	朝刊	週末ｂｅ・ｂ０２
（時時刻刻）阪神と似た揺れ、倒壊多発　突然体浮き下敷きに　熊本地震 	2016/4/16	朝刊	２総合
（もういちど流行歌）「やさしい悪魔」キャンディーズ　解散宣言前、最も売れていた曲 	2016/4/16	朝刊	週末ｂｅ・ｂ０２
産業淘汰「石炭の街」苦難　中国減速、成長率６．７％ 	2016/4/16	朝刊	３総合
グアム射程、米の反発必至　北朝鮮、弾道ミサイル失敗 	2016/4/16	朝刊	３総合
（街のＢ級言葉図鑑）行かれません　飯間浩明 	2016/4/16	朝刊	週末ｂｅ・ｂ０３
新幹線脱線、防止ガードなし　大きな揺れ想定外区間　熊本地震 	2016/4/16	朝刊	３総合
